ID;Employment_Status;Employment_Status_Aggregated;Work_as_Contractor_12m;Work_as_Perm;Residence_Country;Residence_District;Residence_District_Aggregated;Work_Company_Country;Work_Company_Continent;Work_Company_PT_International;Work_Company_PT_District;Work_Company_PT_District_Aggregated;Remote_Working_Current;Remote_Working_Current_Flexible_Office_Days;Remote_Working_due_to_Covid;Job_Remote_or_Office;Remote_Work_Opinion;Job_Role_Original;Job_Role_Other;Job_Role;Employer_Industry;Employer_Industry_Other;Employer_Org_Type;Employer_Org_Type_Other;Employer_Size;Language_JavaScript;Language_Bash/Shell/PowerShell;Language_SQL;Language_Java;Language_C#;Language_Python;Language_PHP;Language_C++;Language_C;Language_TypeScript;Language_Ruby;Language_Swift;Language_Objective-C;Language_VB.NET;Language_Assembly;Language_R;Language_Perl;Language_VBA;Language_Matlab;Language_Go;Language_Scala;Language_Groovy;Language_Coffee Script;Language_Visual Basic 6;Language_Lua;Language_Haskell;Language_HTML/CSS;Language_Kotlin;Language_Rust;Language_Elixir;Language_Clojure;Language_WebAssembly;Language_Dart;Language_Languages_N/A;Language_Languages_Other;Framework_jQuery;Framework_.NET;Framework_Angular/Angular.js;Framework_Ruby on Rails;Framework_React;Framework_Django;Framework_Laravel;Framework_Spring;Framework_Vue.js;Framework_Express;Framework_Meteor;Framework_Flask;Framework_Ember.js;Framework_Drupal;Framework_OutSystems;Framework_Framework_N/A;Framework_Framework_Other;Contractor_Avg_Project;Contractor_Avg_Project_Intervals;Contractor_Avg_Hour_Rate;Contractor_Avg_Annual_Salary;Perm_Current_Company_how_long;Perm_GAS;Perm_GAS_Avg;Perm_GAS_Low_Limit;Perm_GAS_High_Limit;Avg_Salary;Salary_Change;Salary_Fairness;Changing_Jobs_next_6_months;Job_Motivator_Work_life_balance;Job_Motivator_Compensation_and_benefits;Job_Motivator_Training/Development_programs_at_work;Job_Motivator_Career_growth_opportunities;Job_Motivator_Remote_working;Job_Motivator_Flexible_schedule;Job_Motivator_Company_culture;Job_Motivator_The_technologies_I'm_working_with;Job_Motivator_Versatility/Variety_of_projects;Job_Motivator_Freedom_to_choose_the_clients_and/or_projects;Job_Motivator_Being_autonomous_at_work;Job_Motivator_How_widely_used_or_impactful_the_product/service_I_work_on_is;Job_Motivator_Environmentally_friendly/responsible_work_practice;Job_Perk_Meals_allowance/Company_provided_meals_or_snacks;Job_Perk_Transportation_benefit;Job_Perk_Health_benefits;Job_Perk_Fitness_or_wellness_benefit_(ex._gym_membership);Job_Perk_Computer/_Office_equipment_allowance;Job_Perk_Professional_development_sponsorship;Job_Perk_Annual_bonus;Job_Perk_Long-term_leave;Job_Perk_Parental_leave;Job_Perk_Stock_options_or_shares;Job_Perk_Education_sponsorship;Job_Perk_Child_care;Citizenship;Birth_Year;Age;Gender;English_Level;Way_Into_Tech;Way_Into_Tech_Other;Education_Level;Working_Experience;Working_Experience_Aggregated
136;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Netherlands;Europe;International;;;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);5;DevOps Engineer;;DevOps Engineer;Government or public administration;;Consulting Business;;More than 5.000 employees;;Bash/Shell/PowerShell;;Java;C#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Spring;;;;;;;;;;;;;;Less than one year;€35.000 - €40.000;37500;35000;40000;37500;]5%,15%];3;3;6;6;7;6;5;6;7;7;5;7;6;6;7;6;6;7;5;6;6;7;5;5;6;6;5;Portuguese;1988;33;Male;Full professional proficiency;University;;Bachelor degree;More than 9 years;6+ years
137;Employed full-time;Permanent Employee;0;;Portugal;Castelo Branco;Centre;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;4;Full-Stack Developer;;Full-Stack Developer;Financial and banking;;Consulting Business;;500 - 999 employees;JavaScript;;SQL;Java;;;;;;;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;jQuery;;;;;;;;;;;;;;;;;;;;;Between 1 - 3 years;€20.000 - €25.000;22500;20000;25000;22500;Hasn't changed;1;4;7;7;7;7;7;7;7;7;7;7;7;7;7;5;6;7;6;7;7;7;7;7;4;7;7;Portuguese;1992;29;Male;Full professional proficiency;University;;Bachelor degree;Between 3 - 6 years;3 - 6 years
138;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Flexible between remote and office;1;Working remote because of Covid-19;Full Office Job;5;Back-End Developer;;Back-End Developer;Financial and banking;;SME - Small or Medium Enterprise (personnel <250);;100 - 499 employees;;;SQL;;C#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;Less than one year;€20.000 - €25.000;22500;20000;25000;22500;Hasn't changed;6;2;6;7;6;6;6;4;4;5;5;4;5;4;3;7;7;5;5;7;5;7;2;3;5;5;2;Portuguese;2000;21;Male;Professional working proficiency;University;;Bachelor degree;Less than 1 year;0 - 3 years
139;Employed full-time;Permanent Employee;0;;Portugal;Aveiro;Centre;Portugal;Europe;Portugal;Aveiro;Centre;No, full office job;;;Full Office Job;6;Full-Stack Developer;;Full-Stack Developer;Web development or design;;SME - Small or Medium Enterprise (personnel <250);;20 - 99 employees;JavaScript;;SQL;;C#;;;;;;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;jQuery;.NET;;;;;;;;;;;;;;;;;;;;Between 1 - 3 years;< €15.000;12500;0;15000;12500;Hasn't changed;3;3;7;7;7;7;6;7;7;7;5;4;5;7;6;5;6;6;6;7;7;6;6;6;5;6;4;Portuguese;1994;27;Female;Professional working proficiency;University;;Bachelor degree;Between 1 - 3 years;0 - 3 years
140;Employed full-time;Permanent Employee;0;;Portugal;Setúbal;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Flexible between remote and office;1;Working remote because of Covid-19;Full Office Job;6;Back-End Developer;;Back-End Developer;Cloud-based solutions or services;;Corporate;;1000 - 4.999 employees;JavaScript;;SQL;;C#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;jQuery;.NET;;;;;;;;;;;;;;;;;;;;Less than one year;€15.000 - €20.000;17500;15000;20000;17500;Hasn't changed;6;1;7;6;6;6;6;6;5;6;5;5;7;6;6;6;6;6;6;5;6;6;6;5;4;5;5;Portuguese;1992;29;Male;Professional working proficiency;University;;Bachelor degree;Between 3 - 6 years;3 - 6 years
141;Employed full-time;Permanent Employee;0;;Portugal;Faro;South;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);7;Full-Stack Developer;;Full-Stack Developer;Consulting;;Nearshore (outsource business processes to companies in a nearby country);;100 - 499 employees;JavaScript;;SQL;;C#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;jQuery;.NET;Angular/Angular.js;;;;;;;;;;;;;;;;;;;Less than one year;< €15.000;12500;0;15000;12500;Hasn't changed;2;3;5;5;5;5;6;6;3;5;6;4;5;4;5;3;4;4;3;5;5;5;5;5;3;5;5;Portuguese;1986;35;Male;Professional working proficiency;University;;Bachelor degree;Between 6 - 9 years;6+ years
142;Employed full-time;Permanent Employee;0;;Portugal;Madeira;Azores and Madeira;Austria;Europe;International;;;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;5;Full-Stack Developer;;Full-Stack Developer;Information technology;;Corporate;;More than 5.000 employees;JavaScript;;SQL;;;;;;;;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;jQuery;;;;React;;;;;;;;;;;;;;;;;Less than one year;€15.000 - €20.000;17500;15000;20000;17500;Hasn't changed;7;1;7;7;7;7;4;5;4;7;5;3;5;3;4;4;4;6;1;7;4;4;4;7;1;1;1;Portuguese;1999;22;Male;Professional working proficiency;University;;Bachelor degree;Less than 1 year;0 - 3 years
143;Employed full-time;Permanent Employee;1;;Portugal;Faro;South;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;7;Full-Stack Developer;;Full-Stack Developer;Consulting;;Outsourcing;;100 - 499 employees;JavaScript;;SQL;;C#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.NET;Angular/Angular.js;;;;;;;;;;;;;;;;;;;Between 1 - 3 years;€15.000 - €20.000;17500;15000;20000;17500;Hasn't changed;3;4;7;6;5;6;6;6;3;6;7;6;6;5;6;5;4;5;5;6;5;4;6;2;3;5;3;Portuguese;1998;23;Male;Full professional proficiency;University;;Bachelor degree;Between 1 - 3 years;0 - 3 years
144;Employed full-time;Permanent Employee;1;;Portugal;Porto;Porto Metropolitan Area;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;No, full office job;;;Full Office Job;5;Full-Stack Developer;;Full-Stack Developer;Software as a service (saas) development;;"Scale-up (fast growing company aka ""unicorn"")";;1000 - 4.999 employees;JavaScript;Bash/Shell/PowerShell;SQL;;;;PHP;;;;;;;;;;;;;Go;;;;;;;HTML/CSS;;;;;;;;;jQuery;;;;;;;;Vue.js;;;;;;;;Symfony;;;;;Between 1 - 3 years;€20.000 - €25.000;22500;20000;25000;22500;Hasn't changed;5;3;7;5;6;6;4;5;5;5;4;4;6;7;6;5;4;4;3;5;5;6;5;5;5;4;5;Portuguese;1996;25;Male;Professional working proficiency;University;;Bachelor degree;Between 1 - 3 years;0 - 3 years
145;Employed full-time;Permanent Employee;1;;Portugal;Porto;Porto Metropolitan Area;USA;North America;International;;;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;5;Quality Assurance/Testing;;Quality Assurance/Testing;Software development - other;;Consulting Business;;500 - 999 employees;;Bash/Shell/PowerShell;SQL;;;;;;;;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;More than 3 years;€15.000 - €20.000;17500;15000;20000;17500;]0%, 5%];4;3;7;6;6;5;5;6;6;5;4;4;6;4;5;6;6;6;4;5;4;6;4;6;4;5;5;Portuguese;1973;48;Female;Full professional proficiency;University;;Bachelor degree;More than 9 years;6+ years
146;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;5;Product Owner/Product Manager;;Product Owner/Product Manager;Software as a service (saas) development;;"Scale-up (fast growing company aka ""unicorn"")";;1000 - 4.999 employees;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;;;;;;;;;;;;N/A;;;;;;Less than one year;€70.000 - €75.000;72500;70000;75000;72500;Hasn't changed;6;1;4;6;3;5;4;3;6;1;3;2;5;4;3;3;2;6;3;6;5;7;4;7;7;5;5;Portuguese;1988;33;Male;Full professional proficiency;University;;Bachelor degree;More than 9 years;6+ years
147;Employed full-time;Permanent Employee;0;;Portugal;Viana do Castelo;North;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);5;Full-Stack Developer;;Full-Stack Developer;Retail or ecommerce;;Corporate;;More than 5.000 employees;JavaScript;;SQL;;C#;;;;;;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;jQuery;;;;;;;;;;;;;;;;;;;;;Between 1 - 3 years;€25.000 - €30.000;27500;25000;30000;27500;]5%,15%];5;3;6;6;4;6;6;6;5;6;6;5;6;6;5;5;4;6;4;6;5;5;4;6;4;4;4;Portuguese;1983;38;Male;Full professional proficiency;University;;Bachelor degree;Between 3 - 6 years;3 - 6 years
148;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;6;Back-End Developer;;Back-End Developer;Consulting;;Outsourcing;;20 - 99 employees;;;SQL;Java;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Spring;;;;;;;;;;;;;;More than 3 years;€25.000 - €30.000;27500;25000;30000;27500;]5%,15%];3;4;6;6;7;6;6;6;7;6;6;5;5;6;5;6;6;6;6;6;6;6;6;7;4;5;7;Portuguese;1986;35;Male;Professional working proficiency;University;;Bachelor degree;Between 3 - 6 years;3 - 6 years
149;Employed full-time;Permanent Employee;1;;Portugal;Leiria;Centre;Portugal;Europe;Portugal;Leiria;Centre;No, full office job;;;Full Office Job;7;Full-Stack Developer;;Full-Stack Developer;Media, advertising, publishing, or entertainment;;SME - Small or Medium Enterprise (personnel <250);;10 - 19 employees;JavaScript;;SQL;;C#;;PHP;;;;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;jQuery;.NET;;;;;Laravel;;Vue.js;;;;;;;;;;;;;Less than one year;< €15.000;12500;0;15000;12500;]0%, 5%];3;3;7;7;7;7;7;7;7;7;7;1;5;4;5;7;7;7;1;7;7;7;7;7;1;7;7;Portuguese;1996;25;Female;Professional working proficiency;University;;Bachelor degree;Between 1 - 3 years;0 - 3 years
150;Employed full-time;Permanent Employee;0;;Portugal;Other;Other;Portugal;Europe;Portugal;Castelo Branco;Centre;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;5;Front-End Developer;;Front-End Developer;Consulting;;SME - Small or Medium Enterprise (personnel <250);;20 - 99 employees;;;;Java;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.NET;;;;;;;;;;;;;;;;;;;;Less than one year;< €15.000;12500;0;15000;12500;]5%,15%];5;4;5;4;7;6;5;7;5;5;5;4;5;5;6;4;5;5;5;5;5;6;4;4;4;4;5;Portuguese;1995;26;Male;Professional working proficiency;University;;Bachelor degree;Less than 1 year;0 - 3 years
151;Employed full-time;Permanent Employee;0;;Portugal;Coimbra;Centre;Portugal;Europe;Portugal;Braga;North;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);7;;Back-End Developer + DevOps Engineer;DevOps Engineer;Financial and banking;;Startup (new business venture);;20 - 99 employees;;;;;;;;;;TypeScript;;;;;;;;;;;;;;;;;;;;Elixir;;;;;;;;;;;;;;;;;;;;;;Phoenix (Elixir) + Expressjs (TypeScript/Node);;;;;Between 1 - 3 years;€20.000 - €25.000;22500;20000;25000;22500;]5%,15%];6;2;7;5;5;4;7;6;7;6;5;4;7;5;7;4;4;7;3;5;5;4;6;7;4;5;1;Portuguese;1990;31;Male;Professional working proficiency;University;;Bachelor degree;Between 3 - 6 years;3 - 6 years
152;Employed full-time;Permanent Employee;0;;Portugal;Madeira;Azores and Madeira;Portugal;Europe;Portugal;Madeira;Azores and Madeira;Flexible between remote and office;5;Working remote because of Covid-19;Full Office Job;5;Back-End Developer;;Back-End Developer;Media, advertising, publishing, or entertainment;;SME - Small or Medium Enterprise (personnel <250);;20 - 99 employees;JavaScript;;;;;Python;;;;;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;jQuery;;;;;Django;;;;;;;;;;;;;;;;Between 1 - 3 years;€20.000 - €25.000;22500;20000;25000;22500;Increased more than 15%;2;3;6;6;5;6;4;7;7;7;4;7;7;7;7;4;4;5;4;7;7;4;4;4;3;5;7;Portuguese;1996;25;Male;Limited working proficiency;University;;Bachelor degree;Between 1 - 3 years;0 - 3 years
153;Working as a Contractor/Freelancer;Contractor;;1;Portugal;Braga;North;Brazil;South America;International;;;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;5;Product Owner/Product Manager;;Product Owner/Product Manager;Government or public administration;;Corporate;;1000 - 4.999 employees;JavaScript;;;;;Python;;C++;;;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;jQuery;;;;;Django;;Spring;;;;;;;;;;12;7 to 12 months;13;20000;;;;;;20000;]5%,15%];5;5;7;5;7;7;6;7;7;7;7;6;7;6;7;7;7;7;7;7;7;7;7;7;7;7;7;Brazilian;1976;45;Male;Professional working proficiency;Self-taught;;Bachelor degree;More than 9 years;6+ years
154;Employed full-time;Permanent Employee;1;;Portugal;Castelo Branco;Centre;Portugal;Europe;Portugal;Castelo Branco;Centre;No, full office job;;;Full Office Job;4;Full-Stack Developer;;Full-Stack Developer;Software development - other;;Nearshore (outsource business processes to companies in a nearby country);;1000 - 4.999 employees;JavaScript;;;;;;;;;TypeScript;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;Angular;;;Angular/Angular.js;;;;;;;;;;;;;;;;;;;Between 1 - 3 years;€15.000 - €20.000;17500;15000;20000;17500;Hasn't changed;3;1;4;5;6;6;4;5;5;5;6;5;5;6;6;6;6;6;5;7;6;6;6;6;6;4;4;Portuguese;1987;34;Male;Professional working proficiency;Code bootcamp;;Bachelor degree;Between 3 - 6 years;3 - 6 years
155;Employed full-time;Permanent Employee;0;;Portugal;Porto;Porto Metropolitan Area;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);6;Solutions Architect;;Solutions Architect;Information technology;;Corporate;;1000 - 4.999 employees;JavaScript;;;Java;;;;;;TypeScript;;Swift;;;;;;;;Go;;;;;;;;;;;;;;;;;;;;;;;Spring;Vue.js;;;;;;;;;;;;;More than 3 years;€30.000 - €35.000;32500;30000;35000;32500;Hasn't changed;4;3;7;6;6;6;7;7;5;6;4;4;5;5;5;5;3;6;1;4;5;6;5;5;4;3;5;Portuguese;1984;37;Male;Full professional proficiency;University;;Bachelor degree;Between 6 - 9 years;6+ years
156;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;UK;Europe;International;;;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;3;Front-End Developer;;Front-End Developer;Media, advertising, publishing, or entertainment;;Corporate;;More than 5.000 employees;JavaScript;;;;;;;;;TypeScript;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;;;;Ruby on Rails;React;;;;;Express;;;;;;;;;;;;Less than one year;€25.000 - €30.000;27500;25000;30000;27500;Hasn't changed;6;3;5;5;7;7;4;7;6;4;5;4;7;6;5;3;3;6;4;7;6;5;5;6;5;7;4;Portuguese;1998;23;Female;Full professional proficiency;Code bootcamp;;Bachelor degree;Less than 1 year;0 - 3 years
157;Employed full-time;Permanent Employee;0;;Portugal;Braga;North;Portugal;Europe;Portugal;Braga;North;Flexible between remote and office;1;My job is remote (full or flexible) by definition;Remote Job (full or flexible);7;Back-End Developer;;Back-End Developer;Software development - other;;SME - Small or Medium Enterprise (personnel <250);;20 - 99 employees;JavaScript;;;;;;;C++;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;Less than one year;€20.000 - €25.000;22500;20000;25000;22500;]5%,15%];2;3;6;5;6;6;7;6;4;6;4;3;6;3;5;4;3;6;4;6;6;5;6;7;4;6;7;Portuguese;1987;34;Male;Native or bilingual proficiency;University;;Bachelor degree;Between 3 - 6 years;3 - 6 years
158;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;UK;Europe;International;;;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;5;Full-Stack Developer;;Full-Stack Developer;Financial and banking;;Corporate;;500 - 999 employees;JavaScript;;SQL;;;;PHP;;;TypeScript;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;;;Angular/Angular.js;;;;;;;;;;;;;;;;;;;Between 1 - 3 years;€20.000 - €25.000;22500;20000;25000;22500;]5%,15%];2;3;6;6;5;5;6;6;5;5;4;2;1;4;5;4;4;6;1;6;5;4;4;7;1;4;5;Portuguese;1978;43;Male;Professional working proficiency;Code bootcamp;;Bachelor degree;More than 9 years;6+ years
159;Employed full-time;Permanent Employee;0;;Portugal;Santarém;Centre;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);6;Full-Stack Developer;;Full-Stack Developer;Software development - other;;Outsourcing;;1000 - 4.999 employees;JavaScript;;;;;Python;;;;TypeScript;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;;;;;React;;;;;;;Flask;;;;;;;;;;Between 1 - 3 years;€15.000 - €20.000;17500;15000;20000;17500;Increased more than 15%;1;3;7;4;4;6;5;7;4;7;5;7;2;5;5;5;5;7;7;7;5;7;7;4;4;4;4;Portuguese;1997;24;Male;Professional working proficiency;University;;Bachelor degree;Between 1 - 3 years;0 - 3 years
160;Employed full-time;Permanent Employee;0;;Portugal;Porto;Porto Metropolitan Area;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;7;Full-Stack Developer;;Full-Stack Developer;Information technology;;Corporate;;1000 - 4.999 employees;JavaScript;;;;;;PHP;;;TypeScript;;;;;;;;;;Go;;;;;;;HTML/CSS;;;;;;;;;;;;;React;;Laravel;;Vue.js;Express;;;;;;;;;;;;Between 1 - 3 years;€30.000 - €35.000;32500;30000;35000;32500;Increased more than 15%;5;5;7;7;7;7;7;7;7;7;7;7;7;7;7;1;1;7;1;7;7;7;7;7;7;1;7;Brazilian;1993;28;Male;Full professional proficiency;;Worker;Bachelor degree;More than 9 years;6+ years
161;Employed full-time;Permanent Employee;1;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Flexible between remote and office;1;My job is remote (full or flexible) by definition;Remote Job (full or flexible);5;Computer & Network Security;;Computer & Network Security;Consulting;;SME - Small or Medium Enterprise (personnel <250);;20 - 99 employees;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;;;;;;;;;;;;N/A;;;;;;More than 3 years;€20.000 - €25.000;22500;20000;25000;22500;Hasn't changed;3;3;7;7;6;7;4;6;6;6;6;6;7;6;7;4;6;7;4;7;7;7;7;7;4;4;4;Portuguese;1984;37;Male;Professional working proficiency;Self-taught;;Bachelor degree;More than 9 years;6+ years
162;Employed full-time;Permanent Employee;0;;Portugal;Setúbal;Lisbon Metropolitan Area;UK;Europe;International;;;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;5;Mobile Apps Developer;;Mobile Apps Developer;Media, advertising, publishing, or entertainment;;Corporate;;More than 5.000 employees;JavaScript;Bash/Shell/PowerShell;;;;;;;;TypeScript;;Swift;Objective-C;;;;;;;;;;;;;;;Kotlin;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;Between 1 - 3 years;€45.000 - €50.000;47500;45000;50000;47500;]5%,15%];4;1;7;7;6;6;6;6;7;5;4;2;6;7;7;6;6;7;6;7;6;7;5;6;6;6;6;Portuguese;1989;32;Male;Native or bilingual proficiency;University;;Bachelor degree;Between 6 - 9 years;6+ years
163;Employed full-time;Permanent Employee;0;;Portugal;Açores;Azores and Madeira;Portugal;Europe;Portugal;Açores;Azores and Madeira;Flexible between remote and office;5;My job is remote (full or flexible) by definition;Remote Job (full or flexible);3;Front-End Developer;;Front-End Developer;Software as a service (saas) development;;Startup (new business venture);;Less than 10 employees;JavaScript;;;;;;;;;TypeScript;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;;;;;React;;;;;;;;;;;;;;;;;Between 1 - 3 years;< €15.000;12500;0;15000;12500;Hasn't changed;6;1;6;5;6;5;5;6;4;6;5;5;6;6;6;5;5;6;5;6;5;5;5;5;5;5;5;Portuguese;1997;24;Male;Professional working proficiency;University;;Bachelor degree;Between 1 - 3 years;0 - 3 years
164;Employed full-time;Permanent Employee;0;;Portugal;Porto;Porto Metropolitan Area;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;No, full office job;;;Full Office Job;2;Business Applications (BI/CRM/ERP);;Business Applications (BI/CRM/ERP);Manufacturing;;Corporate;;100 - 499 employees;JavaScript;;SQL;Java;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;React;;;Spring;;;;;;;;;;;;;;Less than one year;< €15.000;12500;0;15000;12500;Hasn't changed;5;3;6;5;7;7;1;2;6;7;5;6;5;5;6;4;4;4;4;6;6;5;5;5;5;5;5;Portuguese;1994;27;Male;Limited working proficiency;University;;Bachelor degree;Less than 1 year;0 - 3 years
165;Employed full-time;Permanent Employee;0;;Portugal;Coimbra;Centre;Portugal;Europe;Portugal;Coimbra;Centre;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;6;Front-End Developer;;Front-End Developer;Telecommunications;;Outsourcing;;20 - 99 employees;JavaScript;;;;;;;;;TypeScript;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;React;;;;;;;;;;;;;;;;;Between 1 - 3 years;€15.000 - €20.000;17500;15000;20000;17500;Increased more than 15%;6;2;7;5;6;5;6;6;5;4;4;4;4;4;3;6;3;5;3;7;5;6;6;5;5;4;4;Portuguese;1997;24;Male;Professional working proficiency;University;;Bachelor degree;Between 1 - 3 years;0 - 3 years
166;Employed full-time;Permanent Employee;0;;Portugal;Faro;South;Switzerland;Europe;International;;;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);4;Back-End Developer;;Back-End Developer;Financial and banking;;SME - Small or Medium Enterprise (personnel <250);;10 - 19 employees;;;;Java;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Spring;;;;;;;;;ProtoBuf;;;;;Less than one year;€35.000 - €40.000;37500;35000;40000;37500;Increased more than 15%;7;1;5;7;6;6;2;1;3;5;3;1;2;2;1;5;5;5;2;5;7;7;2;5;1;5;6;Portuguese;1984;37;Female;Full professional proficiency;University;;Bachelor degree;Between 6 - 9 years;6+ years
167;Employed full-time;Permanent Employee;1;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Flexible between remote and office;1;Working remote because of Covid-19;Full Office Job;5;Technical Team Leader;;Technical Team Leader;Manufacturing;;Corporate;;1000 - 4.999 employees;JavaScript;Bash/Shell/PowerShell;SQL;Java;C#;Python;PHP;;;TypeScript;;;;;;;;;;Go;;;;;;;HTML/CSS;Kotlin;;;;;;;;;.NET;;;React;;Laravel;Spring;;;;;;;;;;;;;;Less than one year;€70.000 - €75.000;72500;70000;75000;72500;]5%,15%];6;4;6;6;5;5;6;5;4;4;6;5;6;5;5;5;5;6;4;5;5;5;4;4;5;5;4;Portuguese;1979;42;Male;Full professional proficiency;University;;Bachelor degree;More than 9 years;6+ years
168;Employed full-time;Permanent Employee;1;;Portugal;Évora;South;Portugal;Europe;Portugal;Évora;South;Flexible between remote and office;3;Working remote because of Covid-19;Full Office Job;4;Full-Stack Developer;;Full-Stack Developer;Web development or design;;SME - Small or Medium Enterprise (personnel <250);;10 - 19 employees;;Bash/Shell/PowerShell;SQL;;;;PHP;;;;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;;;;;;;;;;;;;;;;;Magento;;;;;Less than one year;< €15.000;12500;0;15000;12500;Hasn't changed;1;5;7;7;7;7;3;7;5;3;7;1;6;6;7;7;7;7;6;7;7;7;4;4;7;6;6;Portuguese;1997;24;Male;Professional working proficiency;University;;Bachelor degree;Less than 1 year;0 - 3 years
